"Title","Director","US_Gross","Critics","Audiences","Director_Gender","First_Gender"
"Magic Mike XXL","Gregory Jacobs",6.6e+07,65,55,"male","male"
"Magic Mike","Steven Soderbergh",113700000,78,60,"male","male"
"Maid in Manhattan","Wayne Wang",93800000,38,44,"male","female"
"Main Street","John Doyle",1600,13,11,"male","male"
"Mainstream","Gia Coppola",35500,36,41,"female","female"
"The Majestic","Frank Darabont",27800000,42,60,"male","male"
"Major League","David S. Ward",49800000,83,84,"male","female"
"Major Payne","Nick Castle",29400000,29,68,"male","male"
"Maleficent: Mistress of Evil","Joachim Rønning",113900000,39,95,"male","female"
"Malibu's Most Wanted","John Whitesell",34300000,31,54,"male","male"
"Malignant","James Wan",13400000,77,52,"male","female"
"Mama","Andy Muschietti",71600000,64,55,"male","male"
"Mambo Italiano","Émile Gaudreault",6200000,32,66,NA,"male"
"The Mambo Kings","Arne Glimcher",6500000,79,68,"male","male"
"Mamma Mia! Here We Go Again","Ol Parker",120600000,79,66,NA,"female"
"Mamma Mia!","Phyllida Lloyd",143700000,55,66,NA,"female"
"A Man Apart","F. Gary Gray",26200000,10,61,NA,"male"
"The Man From Elysian Fields","George Hickenlooper",1400000,51,54,"male","male"
"Man of the House","Stephen Herek",19100000,9,46,"male","male"
"Man of the Year","Barry Levinson",37400000,21,45,"male","male"
"Man on a Ledge","Asger Leth",18600000,31,52,NA,"male"
"Man on Fire","Tony Scott",77900000,39,89,"male","female"
"The Man Who Cried","Sally Potter",739600,35,59,"female","female"
"The Man Who Knew Too Little","Jon Amiel",13800000,37,69,"male","male"
"The Man Who Wasn't There","Joel Coen",7500000,81,85,"male","male"
"The Man Without a Past","Aki Kaurismäki",921500,98,90,"male","male"
"Management","Stephen Belber",933200,46,30,"male","female"
"Manchester by the Sea","Kenneth Lonergan",47700000,96,78,"male","male"
"The Manchurian Candidate","Jonathan Demme",65900000,80,63,"male","male"
"Máncora","Ricardo de Montreuil",29700,33,51,"male","male"
"Mandela: Long Walk to Freedom","Justin Chadwick",8300000,62,68,"male","male"
"Manglehorn","David Gordon Green",132100,50,25,"male","male"
"Manhattan Murder Mystery","Woody Allen",10500000,94,83,"male","male"
"Marcel the Shell with Shoes On","Dean Fleischer-Camp",5700000,98,90,"male","male"
"Marci X","Richard Benjamin",1600000,8,29,"male","male"
"Margaret","Kenneth Lonergan",46500,75,49,"male","female"
"Margot at the Wedding","Noah Baumbach",2e+06,51,40,"male","female"
"Marguerite","Xavier Giannoli",496200,95,73,"male","female"
"Maria Full of Grace","Joshua Marston",6500000,97,87,"male","female"
"The Marine","John Bonito",18800000,17,60,"male","male"
"Marley & Me","David Frankel",143200000,63,75,"male","male"
"Marmaduke","Tom Dey",33600000,9,42,"male","male"
"Married to the Mob","Jonathan Demme",19700000,88,49,"male","female"
"Marrowbone","Sergio G. Sánchez",1200,49,70,"male","male"
"Marry Me","Kat Coiro",22400000,61,92,"female","male"
"The Marrying Man","Jerry Rees",12400000,10,45,"male","female"
"Mars Needs Moms","Simon Wells",21400000,37,40,"male","male"
"Marshall","Reginald Hudlin",1e+07,80,84,"male","male"
"Martha Marcy May Marlene","Sean Durkin",3e+06,90,71,"male","female"
"Martian Child","Menno Meyjes",7500000,35,72,"male","male"
"Marvin's Room","Jerry Zaks",12800000,84,63,"male","female"
"Mary Magdalene","Garth Davis",114300,44,49,"male","female"
"Mary Poppins Returns","Rob Marshall",1.72e+08,79,64,"male","male"
"Mary Queen of Scots","Josie Rourke",16400000,62,41,"female","female"
"Mary Shelley","Haifaa Al-Mansour",97300,41,48,NA,"female"
"Mary Shelley's Frankenstein","Kenneth Branagh",2.2e+07,42,49,"male","male"
"Mass","Fran Kranz",145000,95,91,"female","male"
"The Master of Disguise","Perry Andelin Blake",40400000,1,36,"male","male"
"Masterminds","Jared Hess",17300000,34,35,"male","female"
"Masters of the Universe","Gary Goddard",16300000,21,41,"male","male"
"Match","Stephen Belber",30500,76,67,"male","male"
"Match Point","Woody Allen",23100000,77,81,"male","female"
"Matchstick Men","Ridley Scott",36900000,83,74,"male","male"
"Max Steel","Stewart Hendler",3800000,0,48,"male","male"
"Max","Menno Meyjes",527000,69,64,"male","male"
"Maximum Overdrive","Stephen King",6e+06,14,50,"male","male"
"May in the Summer","Cherien Dabis",22000,58,46,NA,"female"
"May","Lucky McKee",145500,70,75,"male","female"
"Maze Runner: The Scorch Trials","Wes Ball",81700000,48,54,"male","male"
"McFarland, USA","Niki Caro",44500000,80,88,"female","male"
"Me and You and Everyone We Know","Miranda July",3900000,82,84,"female","male"
"Me Before You","Thea Sharrock",56200000,54,73,"female","female"
"Mean Creek","Jacob Aaron Estes",603900,89,82,"male","male"
"Mean Girls","Mark Waters",86100000,84,66,"male","female"
"Meet Dave","Brian Robbins",11800000,20,35,"male","male"
"Meet the Fockers","Jay Roach",279200000,39,58,"male","male"
"Meet the Parents","Jay Roach",166200000,85,79,"male","male"
"Meet the Browns","Tyler Perry",41900000,33,90,"male","female"
"Megamind","Tom McGrath",148300000,73,72,"male","male"
"Memento","Christopher Nolan",25500000,94,94,"male","male"
"Memoria","Apichatpong Weerasethakul",52700,90,44,NA,"female"
"Memory","Michel Franco",378700,85,72,"male","female"
"Men Don't Leave","Paul Brickman",5800000,83,62,"male","female"
"Men of Honor","George Tillman Jr.",48800000,42,81,"male","male"
"The Men Who Stare at Goats","Grant Heslov",32400000,51,39,"male","male"
"Men With Brooms","Paul Gross",4200000,57,67,"male","male"
"Men, Women & Children","Jason Reitman",668000,33,44,"male","male"
"Menashe","Joshua Z Weinstein",1700000,95,65,"male","male"
"The Merchant of Venice","Michael Radford",3800000,72,72,"male","female"
"Mercy","Patrick Hoelck",5100,43,56,"male","male"
"The Merry Gentleman","Michael Keaton",346300,65,50,"male","female"
"Metroland","Philip Saville",299500,62,54,"male","male"
"The Mexican","Gore Verbinski",66800000,54,44,NA,"male"
"My Mother","Nanni Moretti",301700,84,60,NA,"female"
"Miami Blues","George Armitage",8800000,85,62,"male","male"
"Miami Vice","Michael Mann",63400000,47,43,"male","male"
"Michael Clayton","Tony Gilroy",4.9e+07,90,69,"male","male"
"Mickey and the Bear","Annabelle Attanasio",56900,100,75,"female","female"
"Mickey Blue Eyes","Kelly Makin",33900000,45,42,"female","male"
"Micmacs","Jean-Pierre Jeunet",1300000,72,74,NA,"male"
"Mid90s","Jonah Hill",7400000,81,81,"male","male"
"Middle Men","George Gallo",723700,40,56,"male","male"
"Middle School: The Worst Years of My Life","Steve Carr",2e+07,64,59,"male","male"
"Midnight Run","Martin Brest",36300000,95,87,"male","male"
"Midnight Special","Jeff Nichols",3700000,83,67,"male","male"
"Midnight Sun","Scott Speer",9600000,20,56,"male","female"
"Mighty Aphrodite","Woody Allen",4800000,78,73,"male","male"
"The Mighty Ducks","Stephen Herek",50700000,23,65,"male","male"
"A Mighty Heart","Michael Winterbottom",9200000,79,70,"male","female"
"The Mighty Quinn","Carl Schenkel",4e+06,89,48,"male","male"
"The Mighty","Peter Chelsom",2600000,75,79,"male","male"
"Mike and Dave Need Wedding Dates","Jake Szymanski",4.6e+07,39,51,"male","female"
"The Milagro Beanfield War","Robert Redford",12700000,61,74,"male","male"
"Milk","Gus Van Sant",31800000,93,89,"male","male"
"Million Dollar Arm","Craig Gillespie",36400000,65,68,"male","male"
"Million Dollar Baby","Clint Eastwood",100400000,90,90,"male","male"
"Millions","Danny Boyle",6600000,88,78,"male","male"
"Milwaukee, Minnesota","Allan Mindel",17400,38,50,"male","male"
"Mimic","Guillermo del Toro",25500000,65,37,"male","female"
"The Last Mimzy","Robert Shaye",21500000,55,54,"male","female"
"Mindhunters","Renny Harlin",4500000,24,57,"male","male"
"Minions: The Rise of Gru","Kyle Balda",369500000,70,89,"male","male"
"Mini's First Time","Nick Guthe",48900,54,47,"male","female"
"Minority Report","Steven Spielberg",1.32e+08,89,80,"male","male"
"My Brother Is an Only Child","Daniele Luchetti",251000,84,78,"female","male"
"Miracle at St. Anna","Spike Lee",7900000,33,51,"male","male"
"Miracle","Gavin O'Connor",64400000,81,90,"male","male"
"Miracles From Heaven","Patricia Riggen",61700000,45,80,"female","female"
"Miral","Julian Schnabel",371400,18,54,"male","female"
"Mirror Mirror","Tarsem Singh",64900000,49,44,NA,"female"
"Misery","Rob Reiner",54700000,91,90,"male","male"
"Miss Congeniality 2: Armed and Fabulous","John Pasquin",48500000,15,43,"male","female"
"Miss Firecracker","Thomas Schlamme",646900,75,52,"male","female"
"Miss Juneteenth","Channing Godfrey Peoples",86300,99,57,"male","female"
"Miss You Already","Catherine Hardwicke",1200000,71,68,"female","female"
"Missing Link","Chris Butler",16600000,88,67,"male","male"
"Mission: Impossible II","John Woo",215400000,56,42,"male","male"
"Mission: Impossible III","J.J. Abrams",133400000,71,69,NA,"male"
"Mission: Impossible - Dead Reckoning Part One","Christopher McQuarrie",1.72e+08,96,94,"male","male"
"Mission: Impossible - Fallout","Christopher McQuarrie",220100000,97,88,"male","male"
"Mission: Impossible","Brian De Palma",180900000,66,71,"male","male"
"Hallam Foe","David Mackenzie",59300,73,72,"male","male"
"Mistress America","Noah Baumbach",2400000,82,66,"male","female"
"Mo' Better Blues","Spike Lee",15900000,71,75,"male","male"
"The Mod Squad","Scott Silver",13300000,3,17,"male","female"
"The Moderns","Alan Rudolph",20300,81,62,"male","male"
"Modigliani","Mick Davis",195400,4,78,"male","male"
"Molly","John Duigan",17400,14,52,"male","female"
"Molly's Game","Aaron Sorkin",28700000,81,84,"male","female"
"Mona Lisa Smile","Mike Newell",63700000,34,60,"male","female"
"Money Monster","Jodie Foster",4.1e+07,59,51,"female","male"
"Money Talks","Brett Ratner",41100000,15,71,"male","male"
"Moneyball","Bennett Miller",75600000,94,86,"male","male"
"Monica","Andrea Pallaoro",151500,84,97,"female","female"
"Monkey Shines","George A. Romero",4800000,53,41,"male","male"
"Monkey Trouble","Franco Amurri",16300000,55,41,"male","female"
"Monkeybone","Henry Selick",5400000,20,27,"male","male"
"Monogamy","Dana Adam Shapiro",20200,48,27,"female","male"
"Monsieur Ibrahim et les Fleurs du Coran","François Dupeyron",2800000,85,86,NA,"male"
"Monster Hunter","Paul W.S. Anderson",15100000,44,70,"male","female"
"Monster-in-Law","Robert Luketic",82900000,18,55,"male","female"
"Monster Trucks","Chris Wedge",33200000,32,51,"male","male"
"Monster","Patty Jenkins",34500000,82,81,"female","female"
"Monsters, Inc.","Pete Docter",494000,96,90,"male","male"
"Monsters University","Dan Scanlon",268500000,80,81,"male","male"
"Monte Carlo","Thomas Bezucha",23200000,40,50,"male","female"
"Snitch","Ted Demme",332400,90,67,"male","male"
"Moon","Duncan Jones",5e+06,90,89,"male","male"
"Moonfall","Roland Emmerich",1.9e+07,35,70,"male","female"
"Moonlight","Barry Jenkins",27900000,98,79,"male","male"
"Moonstruck","Norman Jewison",8e+07,89,80,"male","female"
"Morbius","Daniel Espinosa",73600000,15,71,"male","male"
"Morning","Leland Orser",2900,45,25,"male","male"
"Mortal Engines","Christian Rivers",15900000,26,48,"male","female"
"Mortal Kombat","Simon McQuoid",42200000,55,86,"male","male"
"Mortal Thoughts","Alan Rudolph",17800000,56,36,"male","male"
"Morvern Callar","Lynne Ramsay",267200,85,74,"female","female"
"Mostly Martha","Sandra Nettelbeck",4200000,92,89,"female","female"
"mother!","Darren Aronofsky",17800000,68,51,"male","female"
"Mother and Child","Rodrigo Garcia",1100000,79,76,"male","female"
"Motherhood","Katherine Dieckmann",92900,20,16,"female","female"
"Motherless Brooklyn","Ed Norton",9300000,64,80,"male","male"
"Mother's Day","Garry Marshall",32500000,8,44,"male","female"
"Mountains May Depart","Zhang-Ke Jia",80400,88,69,NA,"male"
"Mountains of the Moon","Bob Rafelson",1400000,65,77,"male","male"
"Moving On","Paul Weitz",2100000,75,70,"male","female"
"Mr. & Mrs. Bridge","James Ivory",5e+06,82,44,"male","male"
"Mr. Brooks","Bruce A. Evans",28500000,55,76,"male","male"
"Mr. Church","Bruce Beresford",685200,24,81,"male","female"
"Mr. Deeds","Steven Brill",126200000,22,59,"male","male"
"Mr. Destiny","James Orr",15400000,35,55,"male","male"
"Mr. Holmes","Bill Condon",17700000,88,70,"male","male"
"Mr. Magorium's Wonder Emporium","Zach Helm",32100000,39,55,"male","male"
"Mr. Nanny","Michael Gottlieb",4200000,6,33,"male","male"
"Mr. Nobody","Jaco Van Dormael",3600,67,76,"male","male"
"Mr. Peabody & Sherman","Rob Minkoff",111500000,81,73,"male","male"
"Mr. Popper's Penguins","Mark Waters",68200000,47,53,"male","male"
"Mr. Saturday Night","Billy Crystal",12600000,59,38,"male","male"
"Mr. Turner","Mike Leigh",4200000,97,56,"male","male"
"Mr. Woodcock","Craig Gillespie",25800000,14,32,"male","male"
"Mr. Wrong","Nick Castle",12800000,6,26,"male","female"
"Her Majesty, Mrs. Brown","John Madden",9200000,92,79,"male","female"
"Mrs. Dalloway","Marleen Gorris",3300000,71,57,"female","female"
"Mrs. Doubtfire","Chris Columbus",219200000,70,77,"male","male"
"Mrs. Harris Goes to Paris","Anthony Fabian",10300000,94,93,"male","female"
"Mrs. Henderson Presents","Stephen Frears",1.1e+07,68,72,"male","female"
"Mrs. Parker and the Vicious Circle","Alan Rudolph",2100000,76,61,"male","female"
"Ms. Purple","Justin Chon",78400,87,71,"male","female"
"Mud","Jeff Nichols",21600000,97,80,"male","male"
"The Mudge Boy","Michael Burke",62500,77,73,"male","male"
"Mulholland Falls","Lee Tamahori",11500000,31,39,"male","male"
"Multiple Sarcasms","Brooks Branch",28900,9,24,"male","male"
"Mumford","Lawrence Kasdan",4600000,58,65,"male","male"
"The Mummy: Tomb of the Dragon Emperor","Rob Cohen",102200000,13,30,"male","male"
"Munich","Steven Spielberg",47400000,78,83,"male","male"
"Muppets From Space","Tim Hill",16300000,63,58,"male","male"
"Muppets Most Wanted","James Bobin",51200000,80,59,"male","male"
"Muriel's Wedding","P.J. Hogan",13400000,81,84,NA,"female"
"Music and Lyrics","Marc Lawrence",50600000,63,68,"male","male"
"Music Within","Steven Sawalich",153200,33,78,"male","male"
"Must Love Dogs","Gary David Goldberg",43900000,37,50,"male","female"
"My All American","Angelo Pizzo",2200000,31,78,"male","male"
"My Baby's Daddy","Cheryl Dunye",17300000,6,50,"female","male"
"My Best Friend","Patrice Leconte",1400000,76,69,"female","male"
"My Best Friend's Wedding","P.J. Hogan",126800000,74,73,NA,"female"
"My Big Fat Greek Wedding 2","Kirk Jones",59600000,28,52,"male","female"
"My Big Fat Greek Wedding","Joel Zwick",241400000,76,73,"male","female"
"My Bloody Valentine","Patrick Lussier",51500000,62,45,"male","male"
"My Blueberry Nights","Kar-Wai Wong",866800,46,61,NA,"female"
"My Boyfriend's Back","Bob Balaban",3200000,13,45,"male","male"
"My Cousin Rachel","Roger Michell",2700000,76,45,"male","male"
"My Cousin Vinny","Jonathan Lynn",50900000,87,87,"male","male"
"My Family/Mi Familia","Gregory Nava",11100000,79,88,"male","male"
"My Father, the Hero","Steve Miner",25300000,20,54,"male","female"
"My Favorite Season","André Téchiné",25300,93,80,NA,"female"
"My First Mister","Christine Lahti",621400,53,75,"female","female"
"My Giant","Michael Lehmann",8e+06,21,25,"male","male"
"My Golden Days","Arnaud Desplechin",268500,90,51,"male","male"
"My Left Foot","Jim Sheridan",14500000,98,92,"male","male"
"My Life So Far","Hugh Hudson",616300,70,53,"male","male"
"My Little Pony: The Movie","Jayson Thiessen",21800000,48,76,"male","male"
"My Old Lady","Israel Horovitz",4e+06,62,43,"male","male"
"My Salinger Year","Philippe Falardeau",54000,72,62,"male","female"
"My Son the Fanatic","Udayan Prasad",408300,79,75,NA,"male"
"My Summer of Love","Paul Pavlikovsky",992200,90,69,"male","female"
"My Super Ex-Girlfriend","Ivan Reitman",22500000,40,31,"male","male"
"My Week With Marilyn","Simon Curtis",85300,83,71,"male","female"
"My Zoe","Julie Delpy",52700,75,NA,"female","female"
"Mystery Science Theater 3000: The Movie","Jim Mallon",475700,80,88,"male","male"
"Mystic Pizza","Donald Petrie",12800000,78,55,"male","female"
"Mystic River","Clint Eastwood",90100000,89,89,"male","male"
"The Namesake","Mira Nair",13600000,85,79,"female","male"
"Nanny McPhee Returns","Susanna White",2.9e+07,76,55,"female","female"
"Nanny McPhee","Kirk Jones",47100000,74,64,"male","male"
"Narc","Joe Carnahan",10500000,84,79,"male","male"
"National Lampoon's Senior Trip","Kelly Makin",4700000,0,55,"female","male"
"National Treasure: Book of Secrets","Jon Turteltaub",2.2e+08,36,67,"male","male"
"National Treasure","Jon Turteltaub",1.73e+08,46,76,"male","male"
"The Nativity Story","Catherine Hardwicke",37600000,38,76,"female","female"
"Nebraska","Alexander Payne",17600000,91,83,"male","male"
"Need for Speed","Scott Waugh",43600000,23,56,"male","male"
"Neither Wolf Nor Dog","Steven Lewis Simpson",589300,82,95,"male","male"
"Nell","Michael Apted",31700000,57,64,"male","female"
"Neruda","Pablo Larraín",938900,92,68,"male","male"
"Never Again","Eric Schaeffer",295500,31,65,"male","male"
"Never Back Down","Jeff Wadlow",24800000,21,34,"male","male"
"Never Been Kissed","Raja Gosnell",55500000,55,69,"male","female"
"Never Die Alone","Ernest R. Dickerson",5600000,26,61,"male","male"
"Never Rarely Sometimes Always","Eliza Hittman",16300,99,54,"female","female"
"New in Town","Jonas Elmer",16700000,28,37,"male","female"
"New Jack City","Mario Van Peebles",44100000,80,80,"male","male"
"New Order","Michel Franco",300600,67,67,"male","female"
"New Rose Hotel","Abel Ferrara",20400,24,38,"male","male"
"News of the World","Paul Greengrass",12700000,88,89,"male","female"
"Next Day Air","Benny Boom",1e+07,21,31,"male","male"
"Next Stop Wonderland","Brad Anderson",3400000,74,74,"male","female"
"Next","Lee Tamahori",1.8e+07,28,53,"male","male"
"Nicholas Nickleby","Douglas McGrath",1300000,78,75,"male","male"
"Night at the Golden Eagle","Adam Rifkin",17300,41,63,"male","male"
"Night at the Museum: Battle of the Smithsonian","Shawn Levy",177200000,44,47,"male","male"
